"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"606",1,1,1,0,0,1,1,1,1,1
"607",1,0,0,0,1,1,1,0,0,1
"608",0,0,0,1,0,1,1,1,0,1
"609",1,0,1,1,1,1,1,0,1,0
"610",1,1,0,0,0,1,1,0,1,1
"611",0,1,1,1,1,0,0,1,1,0
"612",1,1,0,1,1,0,1,1,1,1
"613",0,1,0,0,0,0,0,1,0,0
"614",1,0,0,1,1,0,1,0,1,0
"615",0,1,0,0,0,1,1,0,1,1
"616",0,0,0,0,0,0,0,0,0,0
"617",1,0,1,1,1,1,0,1,1,1
"618",0,1,1,1,0,1,0,1,1,0
"619",1,0,1,1,1,1,1,0,1,1
"620",0,1,0,1,1,1,0,1,0,0
"621",0,0,0,0,1,1,1,1,0,1
"622",1,0,1,1,1,1,1,0,0,1
"623",1,0,0,1,1,1,1,0,1,1
"624",1,0,1,1,0,0,0,0,0,0
"625",1,1,0,0,1,0,1,1,1,1
"626",1,0,0,1,1,1,0,0,0,0
"627",1,0,0,0,0,0,1,1,0,0
"628",1,0,0,0,0,0,1,1,1,1
"629",0,1,1,1,1,1,1,1,0,1
"630",0,0,0,1,1,0,0,1,0,1
"631",0,0,1,1,1,1,0,1,1,0
"632",0,0,1,1,1,0,0,0,1,0
"633",0,1,1,1,1,0,0,1,0,0
"634",0,0,1,0,1,0,1,0,1,1
"635",0,0,1,1,0,0,1,0,0,0
"636",0,1,0,0,1,1,0,1,0,1
"637",0,0,1,1,1,1,0,0,1,0
"638",1,0,0,0,1,0,1,0,1,1
"639",1,1,1,0,0,1,0,1,0,0
"640",0,1,1,1,0,0,1,0,0,0
"641",0,1,1,1,0,0,1,1,1,1
"642",0,1,0,1,0,0,0,1,1,1
"643",0,1,0,1,0,1,1,0,1,1
"644",0,0,1,0,1,0,1,1,0,1
"645",1,0,1,1,0,0,0,1,0,0
"646",1,1,0,0,1,0,0,0,0,1
"647",1,0,1,0,0,1,0,1,0,0
"648",1,1,1,1,0,1,0,1,0,0
"649",0,0,0,0,0,1,1,1,1,0
"650",0,0,0,1,0,1,1,0,1,0
"651",0,1,0,1,1,0,1,0,0,1
"652",0,0,1,0,1,1,0,0,0,1
"653",0,0,1,1,1,1,0,0,1,0
"654",0,0,1,1,0,0,0,0,1,0
"655",0,0,0,0,1,0,0,1,0,0
"656",0,0,1,0,0,1,1,0,0,1
"657",0,0,0,0,1,1,1,0,0,1
"658",1,0,0,1,1,1,1,0,1,1
"659",1,1,1,1,1,1,1,1,1,1
"660",1,1,0,1,0,1,1,1,0,0
"661",0,1,1,1,1,0,1,1,0,1
"662",0,0,1,1,0,0,1,1,1,0
"663",0,1,1,1,0,0,1,0,0,0
"664",0,1,0,0,1,0,1,1,0,1
"665",1,0,0,0,0,1,1,1,0,0
"666",0,0,0,1,0,1,1,0,1,1
"667",0,1,0,1,1,0,1,1,1,1
"668",0,0,1,1,1,1,1,0,1,1
"669",0,1,0,0,0,0,0,0,1,0
"670",0,0,1,0,0,0,0,1,0,0
"671",1,0,1,1,1,1,1,1,0,0
"672",1,0,0,1,0,1,0,0,1,1
"673",0,1,1,1,1,1,0,1,0,0
"674",1,1,1,1,0,1,1,0,1,1
"675",1,0,0,1,1,1,0,0,0,0
"676",1,1,1,1,1,0,0,1,1,1
"677",1,1,1,0,1,1,0,1,0,1
"678",0,1,1,0,1,1,1,0,0,0
"679",0,0,1,0,0,0,1,1,0,0
"680",0,1,1,0,0,1,1,0,0,0
"681",1,1,1,0,1,0,1,0,0,1
"682",0,0,1,0,0,1,1,1,1,1
"683",1,1,0,1,1,1,1,1,1,0
"684",0,1,0,0,1,1,1,1,1,0
"685",1,0,0,0,0,0,1,0,1,0
"686",0,0,0,0,0,1,0,0,0,0
"687",0,1,1,1,0,0,0,1,1,0
"688",0,0,1,0,0,1,0,1,0,0
"689",0,0,1,1,1,0,1,0,1,0
"690",1,1,1,0,1,0,0,1,0,1
"691",0,1,0,0,0,0,1,1,1,1
"692",0,1,1,1,0,0,1,0,1,0
"693",0,1,1,1,0,0,1,1,1,0
"694",0,0,1,1,0,1,1,0,0,0
"695",0,1,1,1,0,0,0,0,1,1
"696",1,1,1,0,1,0,1,1,1,0
"697",0,0,1,0,1,0,0,0,1,1
"698",1,1,1,0,1,1,0,1,1,1
"699",1,0,0,1,1,1,0,0,1,1
"700",0,1,0,1,1,1,0,1,0,1
"701",0,0,1,0,0,0,0,0,0,0
"702",0,1,0,1,0,1,1,1,0,0
"703",1,1,1,0,0,1,0,1,1,1
"704",0,0,1,1,1,0,0,0,0,1
"705",1,0,1,0,0,1,1,1,1,0
"706",0,0,1,1,0,0,0,0,0,0
"707",1,0,0,1,1,1,0,1,0,0
"708",1,0,1,0,1,1,1,1,1,1
"709",1,1,0,1,1,0,1,0,1,0
"710",1,1,0,0,0,0,1,0,0,0
"711",0,1,1,0,0,1,1,1,0,1
"712",1,0,1,0,1,0,0,1,1,0
"713",1,1,0,1,1,0,0,1,0,1
"714",0,0,0,1,0,1,1,1,1,0
"715",0,0,0,0,0,1,0,0,1,0
"716",0,0,0,0,0,1,1,0,0,0
"717",1,1,1,1,0,1,0,1,0,1
"718",1,1,1,0,1,0,1,1,0,0
"719",0,1,0,0,0,0,0,0,1,0
"720",0,1,0,1,1,0,0,1,1,1
"721",1,0,1,0,0,1,1,0,0,1
"722",1,1,0,0,1,0,0,1,1,0
"723",0,1,0,0,0,0,1,1,1,1
"724",0,1,0,1,1,1,1,1,1,0
"725",0,0,0,1,0,0,1,0,0,0
"726",0,0,0,0,0,0,0,0,0,0
"727",0,0,0,0,1,1,0,1,1,1
"728",1,0,0,1,0,1,0,1,1,0
"729",0,0,0,0,1,0,1,1,0,0
"730",0,0,0,1,1,1,0,1,1,0
"731",0,0,0,1,0,0,1,0,0,0
"732",1,1,0,1,1,0,0,0,1,0
"733",0,1,0,1,1,1,0,1,1,0
"734",1,1,0,1,0,1,1,0,0,0
"735",1,1,1,1,0,0,0,0,1,0
"736",0,0,0,1,0,0,1,1,0,1
"737",0,1,0,0,0,0,0,0,1,0
"738",1,0,1,0,1,0,1,1,0,0
"739",0,0,0,0,1,0,1,1,0,0
"740",0,0,1,0,1,0,1,1,0,1
"741",0,1,0,1,0,1,1,1,0,1
"742",0,1,0,1,0,0,1,1,0,1
"743",1,1,0,1,0,0,1,0,1,1
"744",1,0,0,1,1,0,0,1,1,1
"745",1,1,0,0,0,1,1,0,1,1
"746",0,0,0,1,1,0,1,0,0,1
"747",0,0,1,0,1,0,0,0,0,1
"748",0,1,0,1,1,0,0,0,1,1
"749",0,0,0,0,1,0,0,0,0,0
"750",0,0,0,0,1,1,0,1,0,0
"751",0,0,1,1,0,1,1,0,1,0
"752",0,0,1,1,1,0,1,0,0,0
"753",0,1,0,0,0,0,1,0,1,1
"754",1,1,0,0,1,1,1,1,0,1
"755",1,1,1,0,1,0,1,1,1,0
"756",0,0,0,0,0,0,1,1,0,0
"757",1,0,1,0,0,1,0,1,1,0
"758",0,1,0,0,1,0,0,0,0,1
"759",0,0,1,0,1,0,0,1,1,0
"760",0,0,1,1,0,0,0,0,1,1
"761",1,1,0,1,1,0,1,0,0,1
"762",1,1,0,0,0,1,0,0,0,0
"763",0,0,0,0,0,0,0,0,1,0
"764",0,0,0,0,1,0,0,1,1,1
"765",0,0,0,0,0,0,1,0,0,1
"766",1,0,1,0,1,1,1,0,0,0
"767",1,0,1,0,0,1,0,1,1,0
"768",0,1,1,1,0,0,0,0,0,1
"769",1,1,1,0,1,1,0,1,0,1
"770",0,1,0,0,1,1,0,1,1,0
"771",1,0,1,1,1,1,0,0,0,1
"772",0,1,1,0,1,0,1,0,0,1
"773",0,1,0,1,1,0,0,1,1,0
"774",0,1,1,1,0,0,1,1,1,1
"775",0,0,0,1,1,0,1,0,1,0
"776",1,0,1,0,1,0,1,1,0,1
"777",1,1,0,0,1,1,1,0,0,1
"778",0,0,1,1,1,0,1,0,0,0
"779",0,1,0,1,1,1,0,0,0,1
"780",0,0,1,0,0,0,0,0,0,0
"781",0,1,1,1,0,0,0,0,1,0
"782",0,0,1,1,0,0,1,1,1,0
"783",1,1,1,1,0,0,0,0,0,1
"784",0,0,1,0,0,0,0,1,1,0
"785",0,0,1,1,0,0,0,0,1,0
"786",1,1,0,0,1,1,1,1,1,0
"787",1,0,0,0,0,1,1,0,1,1
"788",1,1,0,1,1,1,1,0,0,0
"789",0,1,1,0,0,1,1,1,1,1
"790",0,1,1,0,0,0,1,0,0,1
"791",0,0,0,1,0,1,1,0,0,0
"792",1,0,1,1,1,0,1,0,1,0
"793",1,1,1,0,0,1,1,1,0,1
"794",0,1,0,0,1,0,1,0,0,1
"795",0,1,0,0,1,1,1,1,0,0
"796",0,0,0,1,0,1,0,0,0,1
"797",1,1,0,0,1,0,0,0,1,1
"798",1,0,0,0,0,1,1,1,0,0
"799",1,0,0,1,1,0,1,0,0,1
"800",0,1,1,0,1,0,0,1,0,0
"801",0,1,1,1,1,1,1,1,1,0
"802",0,0,1,0,0,0,1,1,1,0
"803",0,0,1,0,0,0,0,0,0,1
"804",0,1,0,1,1,1,1,1,0,0
"805",0,0,0,0,1,1,0,1,1,0
"806",0,1,1,1,0,0,1,1,1,0
"807",1,1,0,0,0,0,0,0,1,0
"808",0,1,0,0,1,0,1,1,0,1
"809",1,1,1,0,0,0,1,1,1,0
"810",1,0,0,1,1,0,0,1,1,1
"811",0,0,1,0,1,1,1,0,1,1
"812",0,1,1,0,0,1,0,0,1,1
"813",0,1,1,0,1,0,0,1,1,1
"814",1,1,1,0,0,1,1,0,1,0
"815",1,0,1,0,0,0,0,1,1,0
"816",1,0,0,1,1,1,1,1,0,0
"817",0,0,1,1,0,0,0,1,1,1
"818",1,0,0,1,1,1,0,0,1,1
"819",0,1,0,1,1,1,0,1,1,0
"820",0,0,0,1,0,0,1,0,1,0
"821",0,1,0,1,1,1,0,1,1,1
"822",0,0,1,0,0,1,1,0,1,0
"823",1,0,0,1,1,1,0,0,0,0
"824",0,0,0,1,0,0,1,0,0,1
"825",1,0,0,0,0,0,0,0,1,0
"826",1,1,1,0,1,1,1,0,0,1
"827",1,0,0,1,1,0,1,1,0,1
"828",0,1,1,0,1,0,0,1,1,0
"829",0,1,1,1,0,1,0,1,0,1
"830",1,0,0,0,0,0,1,0,0,0
"831",1,1,1,1,1,0,0,0,1,0
"832",0,1,0,1,0,0,0,1,1,1
"833",0,0,0,1,1,0,1,1,1,0
"834",0,0,0,1,0,0,1,0,1,0
"835",1,1,1,1,0,1,0,1,0,0
"836",0,1,1,1,1,0,0,1,0,0
"837",1,1,1,1,1,1,1,1,0,1
"838",0,1,1,0,0,0,1,0,0,0
"839",0,1,0,1,1,1,0,0,1,1
"840",1,1,0,1,1,1,0,0,1,0
"841",0,1,0,1,1,1,0,0,0,0
"842",0,0,1,1,0,0,0,1,1,1
"843",1,1,1,1,0,0,0,1,0,0
"844",1,0,0,0,1,0,0,0,0,0
"845",0,0,0,1,1,1,1,0,0,1
"846",0,1,0,0,1,1,0,1,0,0
"847",0,1,1,0,0,0,1,0,1,0
"848",0,0,0,1,1,1,1,0,0,1
"849",1,1,1,0,1,0,1,0,0,1
"850",1,1,1,0,1,0,1,1,1,1
"851",1,1,0,0,0,1,1,1,1,1
"852",0,1,0,1,1,1,0,0,0,0
"853",0,1,1,1,1,0,1,0,0,0
"854",0,1,1,0,0,0,1,1,1,1
"855",1,0,1,0,1,1,1,0,1,0
"856",0,0,0,0,1,1,1,0,0,0
"857",0,0,1,1,0,1,1,1,0,0
"858",1,0,0,0,1,1,0,1,1,0
"859",0,0,1,1,1,1,0,1,0,1
"860",0,1,0,1,0,1,1,0,1,0
"861",1,1,1,0,0,0,1,0,1,1
"862",1,1,1,1,1,1,0,0,0,1
"863",0,0,0,1,0,1,1,1,0,0
"864",1,1,1,0,0,1,1,1,0,0
"865",1,1,0,1,1,0,0,0,0,0
"866",1,0,0,0,0,0,1,0,1,0
"867",1,1,0,1,1,1,1,1,1,0
"868",1,1,1,0,1,0,1,0,0,1
"869",0,0,0,0,0,0,0,0,1,0
"870",0,0,1,1,1,0,1,0,1,1
"871",1,1,1,1,1,0,0,1,0,1
"872",0,0,1,1,0,0,1,1,0,0
"873",1,1,0,1,1,0,1,0,0,0
"874",1,1,1,0,0,1,0,1,1,0
"875",0,1,1,1,0,0,1,1,0,1
"876",1,0,1,1,1,1,1,0,1,0
"877",0,1,1,1,0,0,1,1,1,0
"878",0,0,0,1,1,0,1,0,1,0
"879",0,0,0,0,1,1,1,0,1,1
"880",1,1,0,0,0,1,1,0,1,1
"881",1,1,1,0,0,1,0,1,0,1
"882",1,1,0,0,1,0,1,1,0,1
"883",0,0,1,1,1,1,1,0,1,0
"884",1,0,0,1,0,1,1,1,0,1
"885",1,0,1,0,1,1,1,1,0,0
"886",1,1,0,1,1,0,0,1,1,1
"887",1,0,1,1,0,0,1,1,1,1
"888",1,1,0,1,1,1,1,1,1,1
"889",0,1,1,0,1,0,0,0,0,1
"890",1,1,1,1,0,0,1,1,1,1
"891",0,0,0,1,1,0,0,0,0,0
"892",1,1,1,0,0,1,0,0,0,0
"893",1,1,0,1,0,1,1,1,1,0
"894",1,0,0,0,0,0,1,1,0,1
"895",0,1,0,1,0,0,0,0,1,1
"896",0,1,0,1,1,0,1,1,0,1
"897",1,1,1,1,0,0,0,1,1,1
"898",0,1,1,0,1,1,0,1,1,0
"899",1,1,0,1,1,1,0,0,1,1
"900",0,0,1,0,1,1,0,0,0,0
"901",0,1,0,0,1,0,0,0,0,0
"902",1,0,0,0,1,1,1,0,1,0
"903",0,1,1,1,0,1,1,1,0,0
"904",0,1,1,1,1,1,1,1,1,1
"905",0,0,1,0,1,1,0,1,1,0
"906",0,0,0,1,0,1,0,1,0,0
"907",0,1,0,0,1,1,1,1,0,0
"908",0,1,0,1,0,0,0,0,1,1
"909",1,0,1,1,0,0,1,0,0,1
"910",0,1,0,0,1,0,0,0,0,1
"911",1,0,1,0,1,0,1,1,0,0
"912",0,0,1,0,1,1,0,1,0,0
"913",0,1,0,1,1,0,0,0,0,1
"914",0,1,0,0,1,1,0,1,0,0
"915",1,0,1,1,1,1,0,1,0,1
"916",1,0,0,0,0,0,1,1,1,1
"917",0,0,1,0,0,1,0,0,0,1
"918",1,0,1,1,0,1,1,1,0,1
"919",0,0,0,1,1,1,1,0,1,1
"920",1,1,0,1,1,0,0,1,0,1
"921",0,0,0,1,1,0,0,1,1,1
"922",0,0,1,1,0,0,1,0,1,0
"923",1,1,0,0,1,0,0,1,1,1
"924",0,0,0,1,0,0,0,0,0,0
"925",0,0,0,1,0,0,0,1,1,0
"926",1,1,1,0,0,0,0,0,0,0
"927",0,0,0,1,1,0,0,1,1,1
"928",1,0,1,0,0,0,1,1,0,0
"929",0,1,0,1,0,1,1,1,0,1
"930",1,1,1,1,1,0,0,0,0,0
"931",1,0,0,0,0,1,1,0,1,0
"932",1,1,0,1,0,1,1,0,1,0
"933",0,1,1,0,1,0,1,1,1,1
"934",1,0,1,0,0,0,1,0,0,0
"935",1,0,1,0,1,0,1,0,0,0
"936",1,0,1,0,1,0,0,1,1,1
"937",0,0,1,0,1,1,1,1,1,0
"938",1,0,0,0,0,1,0,1,0,1
"939",1,0,0,0,1,1,1,1,1,0
"940",1,0,0,1,1,0,1,0,1,0
"941",0,0,1,1,1,0,0,0,0,1
"942",0,0,1,1,1,1,0,0,0,1
"943",0,0,1,1,1,1,0,1,0,1
"944",0,1,1,0,1,1,0,0,0,1
"945",0,0,0,0,0,1,1,0,1,0
"946",0,0,1,0,1,1,0,0,0,1
"947",0,1,0,0,1,1,1,1,1,1
"948",0,0,1,0,1,0,1,0,1,1
"949",0,0,0,0,1,1,1,1,1,0
"950",1,0,1,1,1,0,1,1,0,0
"951",0,1,0,0,1,1,1,0,0,1
"952",0,1,1,0,0,1,0,0,1,1
"953",1,0,0,1,0,0,0,0,1,0
"954",0,0,1,0,1,1,1,0,1,1
"955",0,1,1,0,0,1,0,0,1,1
"956",1,1,1,0,1,1,0,0,1,0
"957",1,0,1,0,1,0,0,0,1,1
"958",0,0,0,1,0,0,0,0,1,1
"959",1,1,1,0,1,0,0,0,0,0
"960",1,1,1,1,0,0,0,0,0,1
"961",1,0,0,1,1,0,0,0,0,0
"962",0,0,0,1,1,1,1,0,1,1
"963",1,1,0,0,1,0,0,1,1,1
"964",1,1,0,0,0,0,0,0,1,1
"965",1,1,0,0,0,0,1,1,1,1
"966",1,0,1,0,0,0,1,0,0,0
"967",0,0,0,0,0,0,1,1,1,0
"968",1,1,1,1,1,0,0,0,0,1
"969",1,0,0,1,0,1,1,0,1,0
"970",0,0,0,1,1,1,0,1,0,0
"971",0,0,0,0,0,0,1,0,1,1
"972",0,0,1,0,0,1,1,0,0,1
"973",1,0,0,1,0,0,1,1,0,1
"974",1,1,1,0,0,1,1,0,0,0
"975",0,1,1,0,0,0,0,0,1,0
"976",1,0,1,0,0,0,1,1,0,1
"977",0,1,0,1,0,1,0,0,0,0
"978",0,1,0,1,0,0,1,1,0,0
"979",0,0,1,0,0,1,1,0,0,0
"980",0,1,0,1,0,1,1,0,0,0
"981",0,0,1,0,1,0,1,0,0,1
"982",1,0,0,1,1,1,1,0,0,0
"983",1,1,1,0,0,0,0,0,1,0
"984",1,1,1,1,1,0,0,0,1,1
"985",1,1,0,0,1,0,1,1,0,1
"986",1,1,1,0,1,0,1,0,1,0
"987",1,0,0,1,0,1,0,0,1,0
"988",1,1,1,0,1,1,1,1,0,1
"989",0,1,1,1,1,1,1,0,0,1
"990",1,1,1,0,0,1,0,0,1,1
"991",1,0,1,1,0,1,1,1,0,1
"992",0,0,1,0,0,0,1,1,0,1
"993",1,1,0,1,1,0,1,0,1,0
"994",0,1,1,1,0,0,0,0,0,0
"995",1,0,0,1,1,1,1,0,0,1
"996",1,0,0,0,1,1,0,0,1,0
"997",0,0,1,1,1,0,0,1,0,1
"998",1,1,0,0,1,0,1,1,0,1
"999",1,1,0,0,0,0,1,0,1,0
"1000",1,1,1,1,0,1,1,0,0,1
